ID,segment
test-1,0.9794858001776834
test-10,0.8950306915966897
test-100,0.7883254034245071
test-1000,0.8486552232267894
test-10000,0.9119704297697484
test-100000,0.9193941855159049
test-10001,0.9469983639521847
test-10002,0.9396058183248762
test-10003,0.9886022894586562
test-10004,0.9247467533117429
test-10005,0.974205046056889
test-10006,0.8919925804673922
test-10007,0.7458491077816248
test-10008,0.9036694416202224
test-10009,0.8170591110884529
test-1001,0.701468600485059
test-10010,0.8006763751907989
test-10011,0.9412788672363058
test-10012,0.9777994633375725
test-10013,0.9131086520192162
test-10014,0.6719201700191119
test-10015,0.9772265322980384
test-10016,0.9736214369630988
test-10017,0.9883696133154241
test-10018,0.9854660374604771
test-10019,0.8758486487933458
test-1002,0.976032419190004
test-10020,0.8530196363764079
test-10021,0.9892017749675975
test-10022,0.9860438089234306
test-10023,0.9813054063429697
test-10024,0.9908530269167396
test-10025,0.768887448922921
test-10026,0.7627077101030153
test-10027,0.9942319643957241
test-10028,0.9584453888512797
test-10029,0.7607692041492118
test-1003,0.965518179142593
test-10030,0.9214162595535463
test-10031,0.9656816594122253
test-10032,0.945772771160883
test-10033,0.811088992175491
test-10034,0.9710348489663276
test-10035,0.9336171021408262
test-10036,0.7816259431050936
test-10037,0.9750967016114607
test-10038,0.9733519034704788
test-10039,0.950473591227747
test-1004,0.9929753669901922
test-10040,0.9845272903370691
test-10041,0.8143899050344398
test-10042,0.8467935151863779
test-10043,0.7425027725575116
test-10044,0.9885966432867307
test-10045,0.9219946991126833
test-10046,0.9696627276773347
test-10047,0.9501680314337257
test-10048,0.9784414496727579
test-10049,0.8388223464068749
test-1005,0.9771377182004846
test-10050,0.974207743044871
test-10051,0.8718134155980706
test-10052,0.9729686437945152
test-10053,0.9212224238274571
test-10054,0.9514798906070041
test-10055,0.9924570776658876
test-10056,0.9846565031222863
test-10057,0.9113071069648453
test-10058,0.9883024073593095
test-10059,0.7973043938290141
test-1006,0.9849678854801269
test-10060,0.9796069591315639
test-10061,0.9885697935941071
test-10062,0.9481409378595018
test-10063,0.9793802048328301
test-10064,0.7098214082478972
test-10065,0.7767441631785291
test-10066,0.9202085481796161
test-10067,0.7428042286305805
test-10068,0.6631928121199018
test-10069,0.9720898135605254
test-1007,0.9895683246970152
test-10070,0.8748407906050302
test-10071,0.9785139042063605
test-10072,0.7979243416647201
test-10073,0.6556856496740238
test-10074,0.959065271920693
test-10075,0.9126604142161023
test-10076,0.9528685534006983
test-10077,0.9290477044558473
test-10078,0.858596551352177
test-10079,0.9956558169121689
test-1008,0.9819134667112609
test-10080,0.9744657174085231
test-10081,0.990712960259458
test-10082,0.9537593549208802
test-10083,0.8559160796336777
test-10084,0.9943230167235746
test-10085,0.7517806760700336
test-10086,0.9956068570538373
test-10087,0.8827025156848487
test-10088,0.9866193048528465
test-10089,0.8100024935805676
test-1009,0.6910333482926926
test-10090,0.9729650883028291
test-10091,0.9888485228422196
test-10092,0.8867490149285152
test-10093,0.991669575149402
test-10094,0.9053121231731763
test-10095,0.6751160972982624
test-10096,0.9864328314988743
test-10097,0.9934729872892797
test-10098,0.8944927678182469
test-10099,0.7630670017402764
test-101,0.820191050454301
test-1010,0.9811047001680181
test-10100,0.9899856260275116
test-10101,0.8733574779036821
test-10102,0.9903988472775236
test-10103,0.948107575851157
test-10104,0.9904349605595788
test-10105,0.9420479884043305
test-10106,0.9097163987315534
test-10107,0.8023485755982023
test-10108,0.900165333438712
test-10109,0.983052042859515
test-1011,0.954704082144938
test-10110,0.9245598046263496
test-10111,0.9783619385132563
test-10112,0.878056257346773
test-10113,0.9725760304153945
test-10114,0.9045215615495005
test-10115,0.9674113757865161
test-10116,0.9584799120402322
test-10117,0.9443544613697188
test-10118,0.8833719955074962
test-10119,0.9076624600738444
test-1012,0.9905643690115247
test-10120,0.9756904116164243
test-10121,0.9754777461135397
test-10122,0.991587988073988
test-10123,0.9738464337372436
test-10124,0.8033233821307574
test-10125,0.9866778749323794
test-10126,0.883694107180323
test-10127,0.9555248475783455
test-10128,0.9813507557466753
test-10129,0.9265785837304199
test-1013,0.8815482839721923
test-10130,0.9612676222219314
test-10131,0.9865143113267753
test-10132,0.915659646855427
test-10133,0.9803908658843672
test-10134,0.8950858694255668
test-10135,0.8248027037278339
test-10136,0.9755074024748936
test-10137,0.7780429534494258
test-10138,0.9350448718858062
test-10139,0.8956483704955127
test-1014,0.9431564855948931
test-10140,0.975801133798443
test-10141,0.820272501703531
test-10142,0.8251051226637798
test-10143,0.9164046304883282
test-10144,0.882385998567762
test-10145,0.991032358957521
test-10146,0.931738175291433
test-10147,0.9922960962128685
test-10148,0.9733727046737489
test-10149,0.9251884616811308
test-1015,0.9483799225316024
test-10150,0.9910560683388465
test-10151,0.8470483514998746
test-10152,0.7993562019047461
test-10153,0.9478903397509916
test-10154,0.9554476592187066
test-10155,0.904156421736872
test-10156,0.8530118387617435
test-10157,0.9183607698565119
test-10158,0.9913705615914497
test-10159,0.9919340544988614
test-1016,0.824207587329883
test-10160,0.8615768686191071
test-10161,0.824674957676503
test-10162,0.9399852813997065
test-10163,0.974532999904174
test-10164,0.8463436786258951
test-10165,0.8098725297506164
test-10166,0.7868027388535626
test-10167,0.9943337521096327
test-10168,0.9802695876136974
test-10169,0.9196520264626779
test-1017,0.8992064468983898
test-10170,0.9868599791824199
test-10171,0.7456207194987627
test-10172,0.9767538747673842
test-10173,0.8080505443287408
test-10174,0.8304550730823489
test-10175,0.8861050947861185
test-10176,0.9916815897479333
test-10177,0.9870761816053459
test-10178,0.9932779942591151
test-10179,0.9762861812727321
test-1018,0.8895109931772667
test-10180,0.8764103741534486
test-10181,0.9669986942552855
test-10182,0.8285168071850466
test-10183,0.9885209556801481
test-10184,0.9321432198275769
test-10185,0.9686724298365142
test-10186,0.9715395509956071
test-10187,0.8020867007722429
test-10188,0.9916314664606988
test-10189,0.9708403627155548
test-1019,0.9718588427603475
test-10190,0.9059749332639989
test-10191,0.9359224832552894
test-10192,0.8848782393163181
test-10193,0.9211859590952828
test-10194,0.9874612940633613
test-10195,0.9851544633562647
test-10196,0.8994411672009481
test-10197,0.9938750668959018
test-10198,0.7917891878440336
test-10199,0.9282393069394327
test-102,0.9727530637254974
test-1020,0.9874100404557474
test-10200,0.7847609302446735
test-10201,0.9076694360852005
test-10202,0.775142670256995
test-10203,0.9823522578588271
test-10204,0.9044376777189196
test-10205,0.9809736245122482
test-10206,0.9218006104324064
test-10207,0.9653020757302766
test-10208,0.7870954943769242
test-10209,0.9905235438709387
test-1021,0.9748737382352043
test-10210,0.9813478039813143
test-10211,0.9887388020219461
test-10212,0.9687934033532624
test-10213,0.9606995067388908
test-10214,0.974844542323304
test-10215,0.9723785549500032
test-10216,0.9825728949117356
test-10217,0.9851168765534766
test-10218,0.8076305304829522
test-10219,0.8993788076779156
test-1022,0.7758262442974213
test-10220,0.8691537298844079
test-10221,0.9879226924743404
test-10222,0.8925501469871707
test-10223,0.9808156999220843
test-10224,0.901941607836024
test-10225,0.9824229453984912
test-10226,0.9533155490630361
test-10227,0.9045215615495005
test-10228,0.6753126135389224
test-10229,0.8392975058797233
test-1023,0.9798938036286257
test-10230,0.8775737783077602
test-10231,0.8837131779631324
test-10232,0.9525344458495828
test-10233,0.9321955587725131
test-10234,0.9873088996593159
test-10235,0.9358226204973421
test-10236,0.96927026702097
test-10237,0.7484343299201403
test-10238,0.9868120208613775
test-10239,0.8325482679186337
test-1024,0.9376867363076121
test-10240,0.9745136049547175
test-10241,0.8861057939570978
test-10242,0.9449809788265849
test-10243,0.8965257272379327
test-10244,0.892239654779132
test-10245,0.9756657328086067
test-10246,0.977109914365176
test-10247,0.8759469700088963
test-10248,0.9131290922783265
test-10249,0.7037575130851341
test-1025,0.9936220294780453
test-10250,0.9913835779482415
test-10251,0.8392727931398446
test-10252,0.8274347595192161
test-10253,0.9684342657847104
test-10254,0.8230525351701664
test-10255,0.901941607836024
test-10256,0.9793062381452301
test-10257,0.9540727275746562
test-10258,0.9848857839600385
test-10259,0.9835778295628966
test-1026,0.9802576270233789
test-10260,0.9879926164170512
test-10261,0.9033335598161247
test-10262,0.9489064927280718
test-10263,0.8155060114041511
test-10264,0.8994411672009481
test-10265,0.9922039314204036
test-10266,0.9610210201753135
test-10267,0.963724565497785
test-10268,0.9555964119301908
test-10269,0.773425706403148
test-1027,0.6711590441894316
test-10270,0.7515139921445757
test-10271,0.9582584482505607
test-10272,0.9914791459632551
test-10273,0.9769324457173927
test-10274,0.8497754711436075
test-10275,0.9177522212457012
test-10276,0.974272184314694
test-10277,0.9778928626429658
test-10278,0.8473228041015157
test-10279,0.987344629013616
test-1028,0.8922436524614008
test-10280,0.9784316796541053
test-10281,0.9919752639186835
test-10282,0.8500403560519538
test-10283,0.9845630221122745
test-10284,0.6975314435280455
test-10285,0.9479003800797292
test-10286,0.9548539136528463
test-10287,0.9753503687730077
test-10288,0.9516168336897304
test-10289,0.9488060576978615
test-1029,0.9895366824420082
test-10290,0.9075966392182917
test-10291,0.976905875823699
test-10292,0.982376484008079
test-10293,0.9070845674298772
test-10294,0.9946214380926854
test-10295,0.640815434499164
test-10296,0.9916838010504533
test-10297,0.9825612370637611
test-10298,0.8712728216937559
test-10299,0.8050531331468502
test-103,0.9815508524829734
test-1030,0.9866587785178697
test-10300,0.8708641608749305
test-10301,0.8143490237947745
test-10302,0.9345743591274823
test-10303,0.9665008599492184
test-10304,0.9341001362514714
test-10305,0.982395879887852
test-10306,0.9844960224448145
test-10307,0.990612515241958
test-10308,0.851208013746034
test-10309,0.9917091809990063
test-1031,0.9774474978529479
test-10310,0.8043778060209078
test-10311,0.9832652365096758
test-10312,0.7556851547107959
test-10313,0.9125138270928217
test-10314,0.9796278146647543
test-10315,0.9435416760674773
test-10316,0.8144269532309747
test-10317,0.7616646993720775
test-10318,0.9928208307031647
test-10319,0.9041263198804215
test-1032,0.9198858174306997
test-10320,0.9856674224483873
test-10321,0.7628294528425962
test-10322,0.921201237031925
test-10323,0.777792177772156
test-10324,0.7999097889093417
test-10325,0.9173239252912074
test-10326,0.9650554856101567
test-10327,0.9173147574127143
