ID,segment
test-1,0.022705242037773132
test-10,0.06317885965108871
test-100,0.17331387102603912
test-1000,0.1573265641927719
test-10000,0.12906602025032043
test-100000,0.0691281333565712
test-10001,0.026927275583148003
test-10002,0.06909602880477905
test-10003,0.007137782406061888
test-10004,0.02216733805835247
test-10005,0.03828417509794235
test-10006,0.06466271728277206
test-10007,0.07615496963262558
test-10008,0.07309421896934509
test-10009,0.18475103378295898
test-1001,0.3882371485233307
test-10010,0.14639754593372345
test-10011,0.08707529306411743
test-10012,0.029316062107682228
test-10013,0.045254919677972794
test-10014,0.24017715454101562
test-10015,0.022895369678735733
test-10016,0.018308281898498535
test-10017,0.007971910759806633
test-10018,0.007977674715220928
test-10019,0.1631212681531906
test-1002,0.01590818352997303
test-10020,0.1348070204257965
test-10021,0.008925730362534523
test-10022,0.013888671062886715
test-10023,0.010733365081250668
test-10024,0.011654608882963657
test-10025,0.42214834690093994
test-10026,0.11503364890813828
test-10027,0.004494281951338053
test-10028,0.04762597009539604
test-10029,0.12443266063928604
test-1003,0.036774761974811554
test-10030,0.04290630668401718
test-10031,0.01472914032638073
test-10032,0.057353805750608444
test-10033,0.246747687458992
test-10034,0.02205401100218296
test-10035,0.06148197129368782
test-10036,0.25552842020988464
test-10037,0.05122306942939758
test-10038,0.0062273419462144375
test-10039,0.054267700761556625
test-1004,0.009427064098417759
test-10040,0.015785427764058113
test-10041,0.25255441665649414
test-10042,0.2918694317340851
test-10043,0.38764339685440063
test-10044,0.05508686974644661
test-10045,0.010435016825795174
test-10046,0.11180439591407776
test-10047,0.009359745308756828
test-10048,0.021140189841389656
test-10049,0.16446761786937714
test-1005,0.010891401208937168
test-10050,0.02892942726612091
test-10051,0.1266498565673828
test-10052,0.023251479491591454
test-10053,0.05472220107913017
test-10054,0.01667685993015766
test-10055,0.007720264606177807
test-10056,0.012536665424704552
test-10057,0.0915476381778717
test-10058,0.005210937466472387
test-10059,0.21347418427467346
test-1006,0.010878602042794228
test-10060,0.014797428622841835
test-10061,0.010922245681285858
test-10062,0.0609811507165432
test-10063,0.00776918837800622
test-10064,0.32064545154571533
test-10065,0.2504015266895294
test-10066,0.01478078868240118
test-10067,0.29535821080207825
test-10068,0.3110619783401489
test-10069,0.015876511111855507
test-1007,0.012753050774335861
test-10070,0.12390519678592682
test-10071,0.007996803149580956
test-10072,0.16772304475307465
test-10073,0.38521915674209595
test-10074,0.020466642454266548
test-10075,0.03711443766951561
test-10076,0.013575909659266472
test-10077,0.16164955496788025
test-10078,0.10069529712200165
test-10079,0.0070447903126478195
test-1008,0.019034305587410927
test-10080,0.006526177749037743
test-10081,0.011279541067779064
test-10082,0.013857000507414341
test-10083,0.09973682463169098
test-10084,0.010143464431166649
test-10085,0.3474637567996979
test-10086,0.007696935907006264
test-10087,0.06851767748594284
test-10088,0.008914635516703129
test-10089,0.2092888206243515
test-1009,0.4220421314239502
test-10090,0.004401744809001684
test-10091,0.012269992381334305
test-10092,0.1351252645254135
test-10093,0.006630193442106247
test-10094,0.16829104721546173
test-10095,0.20328237116336823
test-10096,0.009146668016910553
test-10097,0.012384974397718906
test-10098,0.07651084661483765
test-10099,0.27987924218177795
test-101,0.15866488218307495
test-1010,0.029503626748919487
test-10100,0.006286416202783585
test-10101,0.058087825775146484
test-10102,0.006660190410912037
test-10103,0.008891851641237736
test-10104,0.010979835875332355
test-10105,0.058587487787008286
test-10106,0.03333856165409088
test-10107,0.13143527507781982
test-10108,0.061828892678022385
test-10109,0.00885645393282175
test-1011,0.05397387966513634
test-10110,0.0907425507903099
test-10111,0.015981774777173996
test-10112,0.2536141574382782
test-10113,0.037090979516506195
test-10114,0.11580831557512283
test-10115,0.04072985425591469
test-10116,0.08148401230573654
test-10117,0.03643805906176567
test-10118,0.20449617505073547
test-10119,0.07576408237218857
test-1012,0.008940400555729866
test-10120,0.021300697699189186
test-10121,0.008626539260149002
test-10122,0.007798598613590002
test-10123,0.1632044017314911
test-10124,0.3202843964099884
test-10125,0.010602863505482674
test-10126,0.07126593589782715
test-10127,0.017468539997935295
test-10128,0.008486387319862843
test-10129,0.03703106939792633
test-1013,0.09240048378705978
test-10130,0.07610587030649185
test-10131,0.009023621678352356
test-10132,0.07112204283475876
test-10133,0.007721098139882088
test-10134,0.13579772412776947
test-10135,0.22512118518352509
test-10136,0.02219311334192753
test-10137,0.18516147136688232
test-10138,0.0673203095793724
test-10139,0.07395569980144501
test-1014,0.010000650770962238
test-10140,0.022442972287535667
test-10141,0.2499011904001236
test-10142,0.025707252323627472
test-10143,0.10028024017810822
test-10144,0.11290553957223892
test-10145,0.00516991363838315
test-10146,0.06136978045105934
test-10147,0.007709595374763012
test-10148,0.021009337157011032
test-10149,0.05870627984404564
test-1015,0.04559991881251335
test-10150,0.009345285594463348
test-10151,0.20431441068649292
test-10152,0.3449336290359497
test-10153,0.019454350695014
test-10154,0.09760408103466034
test-10155,0.07634115219116211
test-10156,0.17851200699806213
test-10157,0.08224514126777649
test-10158,0.007325267884880304
test-10159,0.007697741501033306
test-1016,0.07006510347127914
test-10160,0.12178639322519302
test-10161,0.1958351731300354
test-10162,0.09316170960664749
test-10163,0.022826921194791794
test-10164,0.13167795538902283
test-10165,0.1825358122587204
test-10166,0.1437724381685257
test-10167,0.0024743385147303343
test-10168,0.008047868497669697
test-10169,0.0604330338537693
test-1017,0.042357467114925385
test-10170,0.00798536092042923
test-10171,0.32322198152542114
test-10172,0.032238129526376724
test-10173,0.12248099595308304
test-10174,0.14784640073776245
test-10175,0.12576891481876373
test-10176,0.00859318021684885
test-10177,0.005484666675329208
test-10178,0.011230033822357655
test-10179,0.015805695205926895
test-1018,0.1321091651916504
test-10180,0.17105679214000702
test-10181,0.04599357768893242
test-10182,0.1529180407524109
test-10183,0.009678457863628864
test-10184,0.09154809266328812
test-10185,0.0639856606721878
test-10186,0.026531323790550232
test-10187,0.20947614312171936
test-10188,0.02384834550321102
test-10189,0.015797056257724762
test-1019,0.022408051416277885
test-10190,0.07679052650928497
test-10191,0.054431989789009094
test-10192,0.12407395243644714
test-10193,0.08955730497837067
test-10194,0.01144056860357523
test-10195,0.014817220158874989
test-10196,0.07103127986192703
test-10197,0.004327394999563694
test-10198,0.22362761199474335
test-10199,0.018345994874835014
test-102,0.013044212944805622
test-1020,0.007004853338003159
test-10200,0.3203425407409668
test-10201,0.13720309734344482
test-10202,0.21575260162353516
test-10203,0.008851069025695324
test-10204,0.06395799666643143
test-10205,0.01794080249965191
test-10206,0.07279820740222931
test-10207,0.044674377888441086
test-10208,0.0640670657157898
test-10209,0.012446586973965168
test-1021,0.01867854967713356
test-10210,0.023965485394001007
test-10211,0.016703294590115547
test-10212,0.019502587616443634
test-10213,0.007331125903874636
test-10214,0.01149803213775158
test-10215,0.014490124769508839
test-10216,0.027843939140439034
test-10217,0.018030771985650063
test-10218,0.23594939708709717
test-10219,0.07074794173240662
test-1022,0.23605576157569885
test-10220,0.1518542468547821
test-10221,0.019876936450600624
test-10222,0.04318879172205925
test-10223,0.020053980872035027
test-10224,0.07184293121099472
test-10225,0.01671348512172699
test-10226,0.013826727867126465
test-10227,0.07619564980268478
test-10228,0.28791141510009766
test-10229,0.15763738751411438
test-1023,0.018537018448114395
test-10230,0.136295884847641
test-10231,0.08558791875839233
test-10232,0.08208642899990082
test-10233,0.06673534959554672
test-10234,0.012380128726363182
test-10235,0.05989157035946846
test-10236,0.0757879912853241
test-10237,0.22968992590904236
test-10238,0.006297831889241934
test-10239,0.08043684810400009
test-1024,0.15562117099761963
test-10240,0.021008480340242386
test-10241,0.12406355887651443
test-10242,0.04025301709771156
test-10243,0.07319319993257523
test-10244,0.13938884437084198
test-10245,0.014262869022786617
test-10246,0.03153428062796593
test-10247,0.13444773852825165
test-10248,0.07525774836540222
test-10249,0.21823351085186005
test-1025,0.005886451341211796
test-10250,0.013901712372899055
test-10251,0.09917201101779938
test-10252,0.12094835191965103
test-10253,0.02594880387187004
test-10254,0.2687793970108032
test-10255,0.11756953597068787
test-10256,0.18866457045078278
test-10257,0.0631626695394516
test-10258,0.005379220470786095
test-10259,0.01843731850385666
test-1026,0.01150821428745985
test-10260,0.022931475192308426
test-10261,0.028087254613637924
test-10262,0.05234429985284805
test-10263,0.21380777657032013
test-10264,0.0754362940788269
test-10265,0.01709149219095707
test-10266,0.013973799534142017
test-10267,0.08664534240961075
test-10268,0.037797972559928894
test-10269,0.19948287308216095
test-1027,0.29229041934013367
test-10270,0.24236272275447845
test-10271,0.06239307299256325
test-10272,0.011435543186962605
test-10273,0.023468218743801117
test-10274,0.1410967856645584
test-10275,0.10052260011434555
test-10276,0.017887959256768227
test-10277,0.030737128108739853
test-10278,0.16559681296348572
test-10279,0.008856186643242836
test-1028,0.20410101115703583
test-10280,0.012520230375230312
test-10281,0.0063789961859583855
test-10282,0.15410400927066803
test-10283,0.008952259086072445
test-10284,0.2648997902870178
test-10285,0.009932966902852058
test-10286,0.01617080345749855
test-10287,0.02751106023788452
test-10288,0.043850187212228775
test-10289,0.02612241543829441
test-1029,0.007623774465173483
test-10290,0.05901379510760307
test-10291,0.03175544738769531
test-10292,0.012677561491727829
test-10293,0.13068968057632446
test-10294,0.005502615589648485
test-10295,0.4285198748111725
test-10296,0.00945236161351204
test-10297,0.03412800654768944
test-10298,0.11413002759218216
test-10299,0.19023311138153076
test-103,0.006610909942537546
test-1030,0.015742961317300797
test-10300,0.09797751903533936
test-10301,0.16530680656433105
test-10302,0.03274015337228775
