,Id,Front,Left,Rear,Right
0,2c9180975a056a64015a1e10d3f270fe,0.9935589577565305,0.00012531669998716225,0.0021297699889421366,0.004185955554539479
1,2c9180975a056a64015a1de4deb16bdc,0.9932523063912293,0.0011425217125678845,0.00029375456515107743,0.005311417331052406
2,2c9180975a056a64015a1e0e70ea70ce,0.9929722267813197,0.00015028736376172772,0.0019193208996324317,0.004958164955286778
3,2c9180975a056a64015a1dfed0c46ec6,0.9915969115506194,0.00022884650186277367,0.0034155928783404592,0.004758649069178328
4,2c9180975a056a64015a1dfed0c46ec7,0.9956431062933455,0.0009264384942899727,0.0012173027379403887,0.002213152474423524
5,2c9180975a056a64015a1e44ba4377f8,0.11204023227984183,0.0033050487130289086,0.6632435492559897,0.22141116975113972
6,2c9180975a056a64015a1e010c8f6ee1,0.9950408184188979,0.0008678423482027838,0.0002987616802864126,0.0037925775526133094
7,2c9180975a056a64015a1e1db63072aa,0.9815479568001273,0.00016161950298054906,0.007533673822061112,0.010756749874831842
8,2c9180975a056a64015a1e1db63072a8,0.006746065138957271,0.013311734543593742,0.9730346467499212,0.006907553567528845
9,2c9180975a056a64015a1e2354f5733c,0.0062091329046920765,0.006635900904399739,0.9843133110778451,0.0028416551130635366
10,2c9180975a056a64015a1e07928f6ff8,0.9907819423673156,0.0018538046809054435,0.00014421652407616088,0.007220036427702595
11,2c9180975a056a64015a1e20a607730a,0.9957115777490624,0.0009119842417352905,0.0012106670008486132,0.0021657710083535313
12,2c9180975a056a64015a1e3322e37587,0.02615966256204505,0.0649059897281399,0.9013197981924765,0.007614549517338237
13,2c9180975a056a64015a1e050c296fcd,0.992387257591078,0.00015453945546144043,0.0020789335743198493,0.005379269379141313
14,2c9180975a056a64015a1e050c296fcf,0.9875007748283465,0.00022901505891030958,0.00471662937077833,0.007553580741964312
15,2c9180975a056a64015a1e04ad9f6f84,0.007471044454419933,0.00800138649037875,0.981333311704515,0.0031942573506867386
16,2c9180975a056a64015a1de7a19c6c2b,0.9932462431250273,0.0001263890860461435,0.002236224401296594,0.004391143387629375
17,2c9180975a056a64015a1e1180a37123,0.0059265931512537335,0.008338718881493299,0.9821310523558585,0.00360363561139462
18,2c9180975a056a64015a1e1d735c729b,0.9948665902550087,0.0006789904275513306,0.0006736547996958265,0.0037807645177434005
19,2c9180975a056a64015a1e1d735c729c,0.006374284746787057,0.007784765015710225,0.982676009281283,0.003164940956219604
20,2c9180975a056a64015a1e41bbc27765,0.9780057615200454,0.00021117976173988434,0.005819153972843006,0.01596390474537204
21,2c9180975a056a64015a1e41bbc2775e,0.9587346981717604,0.00025415963045852713,0.008590848274584749,0.03242029392319713
22,2c9180975a056a64015a1ddc1a306b28,0.006647949793073015,0.00998522243114474,0.9788642374290618,0.004502590346721505
23,2c9180975a056a64015a1de453e96baf,0.995333337448586,0.001167387929535762,0.0009196942225435929,0.0025795803993338183
24,2c9180975a056a64015a1e264d5f73c0,0.9926951373608371,0.00015683583880840308,0.0019780148382437194,0.005170011962111373
25,2c9180975a056a64015a1e23443e7337,0.9947427082459593,0.0008553757713483881,0.000265467857228533,0.004136448125464553
26,2c9180975a056a64015a1dce7ac869b5,0.006171474992011061,0.009074305678945044,0.9808272964759002,0.003926922853144251
27,2c9180975a056a64015a1e35cd3175a7,0.006784162467817063,0.01024744052366476,0.9783195379528007,0.0046488590557188505
28,2c9180975a056a64015a1de210cb6b96,0.9920054380521148,0.00015285796315445358,0.0021222239316537055,0.005719480053077707
29,2c9180975a056a64015a1de210cb6b95,0.01483612599048202,0.013979042128511022,0.9672511950069697,0.003933636874037414
30,2c9180975a056a64015a1e041ed06f68,0.00972789968958041,0.005855607559145348,0.9820483956929676,0.0023680970583065393
31,2c9180975a056a64015a1e075da56ff2,0.9966743782182532,0.0007824099053319221,0.0005755090549687601,0.001967702821446117
32,2c9180975a056a64015a1dedca666cb1,0.00651938775434336,0.010924363216294178,0.9769184708092307,0.005637778220133012
33,2c9180975a056a64015a1e304546752a,0.9923676671027029,0.00015299343160693254,0.0020958115629137884,0.005383527902777105
34,2c9180975a056a64015a1dedca666cb2,0.992325264527909,0.0011725933915931461,0.00017775232696219862,0.006324389753535968
35,2c9180975a056a64015a1dee86696cd8,0.2828751385666851,0.0007915439333656531,0.03888682799202447,0.6774464895079245
36,2c9180975a056a64015a1e01db306f4a,0.015665083198851962,0.014019544798165291,0.968159616081175,0.0021557559218075974
37,2c9180975a056a64015a1dd566ae6a82,0.9911433276531452,0.00015382833293481682,0.0023372963646196613,0.006365547649300936
38,2c9180975a056a64015a1dee5d166cd0,0.9959500653167594,0.0009436013469521388,0.000906414613958287,0.002199918722329629
39,2c9180975a056a64015a1dd566ae6a83,0.006740409868023271,0.010830661942051022,0.9771404039879911,0.0052885242019362405
