Id,Front,Left,Rear,Right
2c9180975a056a64015a1e10d3f270fe,0.9959010481834412,0.00016787383356131613,0.0017939616227522492,0.002137070754542947
2c9180975a056a64015a1de4deb16bdc,0.9981476068496704,0.0008618172723799944,0.00012921300367452204,0.0008613592362962663
2c9180975a056a64015a1e0e70ea70ce,0.9976692795753479,0.00010862313502002507,0.001173904282040894,0.0010482084471732378
2c9180975a056a64015a1dfed0c46ec6,0.997334897518158,0.00012418828555382788,0.0011361708166077733,0.0014046579599380493
2c9180975a056a64015a1dfed0c46ec7,0.9980725049972534,0.0005185420741327107,0.0001273228699574247,0.0012816328089684248
2c9180975a056a64015a1e44ba4377f8,0.04808362200856209,0.0012582149356603622,0.7696861624717712,0.1809719353914261
2c9180975a056a64015a1e010c8f6ee1,0.9984027743339539,0.0007357804570347071,0.0001244704908458516,0.0007369672530330718
2c9180975a056a64015a1e1db63072aa,0.9935129284858704,0.00025893328711390495,0.0028415133710950613,0.003386616939678788
2c9180975a056a64015a1e1db63072a8,0.0004400712496135384,0.0015288195572793484,0.9973426461219788,0.0006884650210849941
2c9180975a056a64015a1e2354f5733c,0.0002480122202541679,0.0009798946557566524,0.9981209635734558,0.0006511058309115469
2c9180975a056a64015a1e07928f6ff8,0.9982446432113647,0.0007659695693291724,0.00012007631448796019,0.0008693522540852427
2c9180975a056a64015a1e20a607730a,0.9989314675331116,0.0004233811632730067,0.00010402985208202153,0.0005411059246398509
2c9180975a056a64015a1e3322e37587,0.010209358297288418,0.09031729400157928,0.8991625308990479,0.00031080193002708256
2c9180975a056a64015a1e050c296fcd,0.9965229034423828,0.00014123061555437744,0.0017684942577034235,0.0015673438319936395
2c9180975a056a64015a1e050c296fcf,0.9969525337219238,0.00013375144044402987,0.0009440940921194851,0.001969624776393175
2c9180975a056a64015a1e04ad9f6f84,0.0002661283069755882,0.0017675989074632525,0.9973324537277222,0.0006338780513033271
2c9180975a056a64015a1de7a19c6c2b,0.9962796568870544,0.00015644376981072128,0.0014778049662709236,0.0020861360244452953
2c9180975a056a64015a1e1180a37123,0.0002812699822243303,0.001215781201608479,0.9978513717651367,0.0006515792920254171
2c9180975a056a64015a1e1d735c729b,0.9953653812408447,0.0005800360231660306,0.00024310762819368392,0.0038114700000733137
2c9180975a056a64015a1e1d735c729c,0.00027161758043803275,0.002737772883847356,0.9963611960411072,0.0006293761543929577
2c9180975a056a64015a1e41bbc27765,0.9880792498588562,0.00045407554716803133,0.004233244806528091,0.007233396638184786
2c9180975a056a64015a1e41bbc2775e,0.9927629828453064,0.0002263031929032877,0.0016725719906389713,0.005338084418326616
2c9180975a056a64015a1ddc1a306b28,0.00028331976500339806,0.0011981702409684658,0.9979208111763,0.0005976930260658264
2c9180975a056a64015a1de453e96baf,0.9979378581047058,0.0005679880268871784,0.00013891297567170113,0.0013552067102864385
