,Id,Front,Left,Rear,Right
0,2c9180975a056a64015a1e10d3f270fe,1.0,1.1459749675267407e-179,3.592707179412118e-42,7.2438763465683875e-158
1,2c9180975a056a64015a1de4deb16bdc,0.9999999999999856,1.1569636796136935e-26,1.435325354689379e-14,2.963621938753181e-23
2,2c9180975a056a64015a1e0e70ea70ce,1.0,0.0,2.937519914975115e-57,0.0
3,2c9180975a056a64015a1dfed0c46ec6,1.0,9.679892999317119e-230,3.72968602263318e-24,1.220518848675736e-177
4,2c9180975a056a64015a1dfed0c46ec7,0.9997418228938665,7.743658116941806e-87,0.0002581771061336635,7.224988543555298e-113
5,2c9180975a056a64015a1e44ba4377f8,2.192523536393627e-56,4.775452082953784e-173,1.0,1.6722256316653924e-55
6,2c9180975a056a64015a1e010c8f6ee1,0.9999999999999976,2.3519447176822102e-35,2.5323836782221194e-15,2.5267476442780605e-32
7,2c9180975a056a64015a1e1db63072aa,0.999999999996807,3.6284864055755257e-68,3.1929574134681445e-12,1.9621843862848749e-59
8,2c9180975a056a64015a1e1db63072a8,2.1599384944505871e-19,6.8438817832269735e-12,0.9999999999931546,1.5087650447373487e-15
9,2c9180975a056a64015a1e2354f5733c,3.1274762066276126e-38,4.873435682484228e-69,1.0,1.2713497036736597e-90
10,2c9180975a056a64015a1e07928f6ff8,0.9999999964451218,4.229290862366452e-12,2.8122131454381504e-11,3.5225267185874118e-09
11,2c9180975a056a64015a1e20a607730a,0.9999999999998763,1.6786502143691813e-68,1.235999434811512e-13,1.415272863187306e-77
12,2c9180975a056a64015a1e3322e37587,2.950801864639606e-11,0.0005948855041617925,0.9994051144663302,1.2470268689152914e-19
13,2c9180975a056a64015a1e050c296fcd,1.0,0.0,6.478424352882612e-38,0.0
14,2c9180975a056a64015a1e050c296fcf,1.0,1.0715629525538738e-130,5.044722837724995e-19,2.981819680442752e-104
15,2c9180975a056a64015a1e04ad9f6f84,1.6754732150695144e-38,4.7190260181140886e-37,1.0,3.15184041865894e-41
16,2c9180975a056a64015a1de7a19c6c2b,1.0,6.53147906339824e-172,4.1070197611292574e-40,9.398437617856668e-150
17,2c9180975a056a64015a1e1180a37123,3.0468803707680335e-21,1.3029314313299154e-30,1.0,7.201860869414198e-40
18,2c9180975a056a64015a1e1d735c729b,4.403693740560447e-35,7.252990656969295e-242,1.0,2.866101939904106e-61
19,2c9180975a056a64015a1e1d735c729c,2.7212828763960985e-38,3.3961775394542614e-47,1.0,4.989077985108677e-59
20,2c9180975a056a64015a1e41bbc27765,0.9999985645267391,3.767389170236192e-66,1.4354732608788495e-06,1.3011010528067768e-54
21,2c9180975a056a64015a1e41bbc2775e,0.9999999999003713,7.565803954374707e-86,9.962882804835366e-11,2.4462881295489776e-67
22,2c9180975a056a64015a1ddc1a306b28,2.320895145154468e-22,4.9092964499259614e-23,1.0,9.410847430652245e-31
23,2c9180975a056a64015a1de453e96baf,0.9999999973208362,1.500505222872987e-77,2.6791637346760664e-09,9.543479939511882e-100
24,2c9180975a056a64015a1e264d5f73c0,1.0,0.0,1.5599274529955437e-30,3.709272925251256e-285
25,2c9180975a056a64015a1e23443e7337,0.9999999999999789,3.04539136774048e-28,2.116804565263845e-14,2.151135522118154e-24
26,2c9180975a056a64015a1dce7ac869b5,1.1282621202235234e-20,1.890203766907346e-21,1.0,1.2236433002906341e-26
27,2c9180975a056a64015a1e35cd3175a7,1.3969676973389675e-21,2.3720634796990694e-18,1.0,1.3026931764116792e-23
28,2c9180975a056a64015a1de210cb6b96,1.0,0.0,5.342874564743968e-34,4.359668376170123e-286
29,2c9180975a056a64015a1de210cb6b95,1.3819024707851213e-35,1.2105905425846176e-135,1.0,8.27230188086838e-118
30,2c9180975a056a64015a1e041ed06f68,1.0866388303795804e-21,3.1801167434147004e-91,1.0,5.068178744899375e-132
31,2c9180975a056a64015a1e075da56ff2,0.9999999999997908,2.0773570552967367e-89,2.090932759863594e-13,1.6425486754281492e-107
32,2c9180975a056a64015a1dedca666cb1,3.2419730187606923e-21,6.167859613536107e-15,0.9999999999999938,9.34887562205122e-19
33,2c9180975a056a64015a1e304546752a,1.0,0.0,3.0147920869313723e-43,2.952350130965175e-309
34,2c9180975a056a64015a1dedca666cb2,0.9999999999971783,9.307593166439872e-20,2.8210078242003077e-12,7.069647354105534e-16
35,2c9180975a056a64015a1dee86696cd8,0.009734796837200113,0.00397611083366764,0.9861694140963547,0.00011967823277760175
36,2c9180975a056a64015a1e01db306f4a,1.5993010841476486e-34,4.658134923697097e-58,1.0,5.695833073700982e-67
37,2c9180975a056a64015a1dd566ae6a82,1.0,0.0,2.3898206731489135e-26,1.0947485350159971e-261
38,2c9180975a056a64015a1dee5d166cd0,0.9999999999809654,9.044262748218969e-77,1.9034620427698675e-11,1.5778687195175124e-93
39,2c9180975a056a64015a1dd566ae6a83,1.8184289469307414e-21,1.9086909900438723e-16,0.9999999999999998,5.415746562946606e-21
40,2c9180975a056a64015a1dfb2f626e41,0.9999999999999465,6.931118630046737e-19,4.6741775134616375e-14,6.703981071088024e-15
41,2c91809a59f17e5d015a21a5627830e0,5.299395593889812e-29,6.782964961110892e-30,1.0,1.7364826082560372e-44
42,2c91809a59f17e5d015a21a7f5093117,0.9989990933055457,1.700085395876176e-40,0.0010009066944542562,6.1062542693417015e-33
43,2c91809a59f17e5d015a21a7f5093121,8.977144811351236e-35,2.75306620779999e-41,1.0,3.9406958739532658e-56
44,2c9180975a056a64015a1e4c3a11791f,0.9999999999983442,1.7358936259106504e-16,1.0031568693225796e-12,6.524550546519165e-13
45,2c9180975a056a64015a1e4c3a117920,1.0360458892214526e-23,3.0043261861154935e-37,1.0,4.2322901431770416e-47
46,2c9180975a056a64015a1e1433667153,1.3023772596234575e-32,1.4544575828836458e-172,1.0,1.2867056426383053e-145
47,2c9180975a056a64015a1ddb8a456b05,0.9961112629525761,3.5478542791473327e-37,0.0038887370474238454,1.0162242984388185e-42
48,2c9180975a056a64015a1df0d6066cf4,3.6992045858633006e-20,1.554306134073653e-33,1.0,6.775169163724787e-43
49,2c9180975a056a64015a1e074c876fef,0.999999999997534,1.8645436354651e-27,2.4659225205682966e-12,2.6090127203204616e-24
50,2c9180975a056a64015a1dc26fe66863,2.613210042257472e-21,2.105917437593876e-94,1.0,2.420969011418658e-100
51,2c9180975a056a64015a1e074c876fed,1.0,5.6037359785703794e-33,6.98264167428671e-20,6.878312347114037e-28
52,2c9180975a056a64015a1e5b850e7ae3,0.9999999999999971,2.748078246249947e-47,2.9579321103415885e-15,1.5610509955564192e-47
53,2c9180975a056a64015a1e5b850e7ae1,0.9999999999999962,8.451204711081145e-20,2.2104362465327177e-15,1.4752045702832497e-15
54,2c91809e5aba7d25015acd6875ca209b,1.0,2.667007939761035e-255,1.8102648503912036e-28,5.852780295097052e-197
55,2c91809e5aba7d25015acd44a99d1e9f,1.0,6.540719815794522e-93,9.327089848782957e-25,6.2398247428583e-100
56,2c9180a35b853b13015b8b8c25f75369,4.1590884817945265e-21,1.391187785948775e-23,1.0,4.939002906084442e-31
57,2c9180935b853a2d015b8b9b42525153,2.5460648619415415e-42,3.09831792585184e-66,1.0,1.5642663883448432e-57
58,2c91808e5aba7da4015acd3f993557d4,2.5460648619415415e-42,3.09831792585184e-66,1.0,1.5642663883448432e-57
59,2c91808e5aba7da4015acd3f655a57be,0.9999999999998888,4.971983598105037e-69,1.1121400758072141e-13,4.285440793084471e-79
60,2c9180ad5b853aa1015b8b82f7725436,0.9999999999997626,1.31193864337845e-23,2.3736864813261034e-13,1.6311155827684215e-20
61,2c9180975a056a64015a1e5865077a5e,2.23178765002528e-07,0.0008336346898225797,0.9991654697546772,6.723767352894027e-07
62,2c9180975a056a64015a1e44cfea77fd,0.99999999982614,2.2053337014793908e-67,1.7385999059275764e-10,1.221313756548547e-57
63,2c9180975a056a64015a1e5ed1d57b22,0.9999999841031204,7.59156995257603e-34,1.5896879621957706e-08,1.4724386496032656e-37
64,2c9180975a056a64015a1e5ed1d57b21,7.358188057270375e-23,2.6350724069833794e-26,1.0,7.304891364262491e-36
65,2c91809a59f17e5d015a219e78d93061,0.9999999999995868,3.3014207504674917e-22,4.131166218140329e-13,1.870659622205966e-18
66,2c91809a59f17e5d015a219e78d93060,1.1597628221232158e-39,5.438594164178494e-63,1.0,2.2270325975714545e-74
67,2c91809a59f17e5d015a21bde7a934f0,3.384081635230468e-41,9.516059408848657e-45,1.0,2.146023706464959e-31
68,2c91809a59f17e5d015a21bde7a934ef,3.3329924082947505e-26,1.9394889824215056e-17,1.0,5.519560489888478e-25
69,2c91809a59f17e5d015a21bde7a934f4,3.3907116317976547e-09,3.630372592215711e-71,0.9999999966092883,3.3844532299624204e-21
70,2c9180975a056a64015a1e6ed9d67c45,0.9999999987811052,2.540020580091703e-13,1.160187646833186e-09,5.845302547931535e-11
71,2c9180975a056a64015a1e4849057896,9.537045536204667e-34,2.7973510257393855e-124,1.0,3.7737797086482424e-114
72,2c9180975a056a64015a1e4849057895,0.999999999928191,6.0676060654375535e-15,6.982093407798224e-11,1.981860605143769e-12
73,2c91809a59f17e5d015a21a830a03132,1.7245188051444129e-40,1.323205079677891e-38,1.0,6.424519694741316e-29
74,2c9180975a056a64015a1e6ed9d67c4d,0.9999999998132865,4.254051271332766e-17,1.866512190359134e-10,6.230001523070271e-14
75,2c91809659f86230015a08b10bc66c48,0.9999999999988562,1.2932669470124445e-46,1.1436439897554615e-12,4.679446960765513e-49
76,2c91809659f86230015a0a1559e12a1e,1.3199441997032757e-12,1.2720080769558601e-132,0.99999999999868,2.9301897301095356e-128
77,2c91809659f86230015a0811d9775e26,0.42296912181562074,2.677114404319742e-32,0.5770308781843793,2.1679086722752246e-25
78,2c91809659f86230015a08cf83396eca,0.9999999100549463,5.655208232028212e-23,8.994505366802321e-08,3.350631622779617e-23
79,2c91809659f86230015a0886ce2a6829,0.9999999939206241,5.522353225900982e-31,6.079375876133589e-09,2.7323453021480206e-32
80,2c91809659f86230015a08cf83396ec5,0.9999999981725727,7.710321910076527e-26,1.8274273953345297e-09,3.652853990324619e-25
81,2c91809659f86230015a0864733f652c,9.561811651900612e-32,4.4116731987008665e-149,1.0,1.2913818193316823e-132
82,2c91809659f86230015a0841dafc621a,0.9999999999999709,4.256337798652874e-21,2.916464947045053e-14,3.5364368424021645e-17
