Id,Front,Left,Rear,Right
2c9180975a056a64015a1de4deb16bdc,0.9983325600624084,0.0006348362658172846,0.0002676072181202471,0.000764972937759012
2c9180975a056a64015a1dfed0c46ec7,0.9982962012290955,0.00054879643721506,0.0002598873106762767,0.0008950862102210522
2c9180975a056a64015a1e010c8f6ee1,0.998762845993042,0.00055699422955513,0.00023554688959848136,0.0004445904050953686
2c9180975a056a64015a1e07928f6ff8,0.9981793165206909,0.000619975384324789,0.0002507235622033477,0.0009499550797045231
2c9180975a056a64015a1e20a607730a,0.9989645481109619,0.00045134915853850543,0.00021084220497868955,0.0003732261247932911
2c9180975a056a64015a1e1d735c729b,0.9982325434684753,0.00047021990758366883,0.0002604614710435271,0.0010367652866989374
2c9180975a056a64015a1de453e96baf,0.9981073141098022,0.0006738608353771269,0.0002975458628498018,0.0009213112061843276
2c9180975a056a64015a1e23443e7337,0.9984738230705261,0.0006785242003388703,0.00026522186817601323,0.0005824309773743153
2c9180975a056a64015a1e075da56ff2,0.9986151456832886,0.0007438468164764345,0.0002338286576559767,0.00040713255293667316
2c9180975a056a64015a1dedca666cb2,0.9983780384063721,0.0006199114141054451,0.0002650813548825681,0.0007370130042545497
2c9180975a056a64015a1dee5d166cd0,0.99860018491745,0.0006938162841834128,0.00021385154104791582,0.0004921756917610765
2c9180975a056a64015a1dfb2f626e41,0.9980085492134094,0.0007557198987342417,0.0002814213512465358,0.0009543077903799713
2c9180975a056a64015a1e4c3a11791f,0.9980104565620422,0.0007150165620259941,0.00027679000049829483,0.0009977719746530056
2c9180975a056a64015a1ddb8a456b05,0.9827694892883301,0.0019506539683789015,0.0007151139434427023,0.01456467155367136
2c9180975a056a64015a1e074c876fef,0.9985509514808655,0.0006882192101329565,0.0002547577314544469,0.0005060846451669931
2c9180975a056a64015a1e074c876fed,0.9984421133995056,0.0008200730662792921,0.00025197918876074255,0.0004858957545366138
2c9180975a056a64015a1e5b850e7ae3,0.9988123178482056,0.00046730152098461986,0.000238908949540928,0.0004815059946849942
2c9180975a056a64015a1e5b850e7ae1,0.9980624318122864,0.0006860612775199115,0.00027795671485364437,0.0009735341882333159
2c91809e5aba7d25015acd44a99d1e9f,0.9990324974060059,0.0003813138755504042,0.0002109838678734377,0.00037526022060774267
2c91808e5aba7da4015acd3f655a57be,0.9984849095344543,0.0008418206707574427,0.00024679434136487544,0.0004264719900675118
2c9180ad5b853aa1015b8b82f7725436,0.9980646967887878,0.0007641943520866334,0.0002661310136318207,0.0009049286018125713
2c9180975a056a64015a1e5ed1d57b22,0.9978334307670593,0.0006087286747060716,0.00027660897467285395,0.0012812354834750295
2c91809a59f17e5d015a219e78d93061,0.9982823133468628,0.0006145744118839502,0.0002730600244831294,0.0008301111520268023
2c91809a59f17e5d015a21bde7a934f4,0.9794177412986755,0.003252672264352441,0.0008860976085998118,0.016443468630313873
2c9180975a056a64015a1e6ed9d67c45,0.9952539205551147,0.0019832313992083073,0.0004407737869769335,0.0023221001029014587
2c9180975a056a64015a1e4849057895,0.9951687455177307,0.002027517417445779,0.0004425007209647447,0.0023612366057932377
2c9180975a056a64015a1e6ed9d67c4d,0.9981073141098022,0.0006477055139839649,0.00027010825579054654,0.0009748266893438995
2c91809659f86230015a08b10bc66c48,0.9988009929656982,0.00047272094525396824,0.0002401921956334263,0.0004860713379457593
2c91809659f86230015a0a1559e12a1e,0.9938048124313354,0.0037967923562973738,0.0004955113399773836,0.0019029030809178948
2c91809659f86230015a08cf83396eca,0.9983481168746948,0.0005883118137717247,0.00027539837174117565,0.0007881793426349759
2c91809659f86230015a0886ce2a6829,0.9985485672950745,0.0006867287447676063,0.00025539129273965955,0.0005093366489745677
2c91809659f86230015a08cf83396ec5,0.9984709620475769,0.0005656820139847696,0.0002559431886766106,0.0007073945016600192
2c91809659f86230015a0841dafc621a,0.9982936978340149,0.0006055675912648439,0.000269523065071553,0.0008312328718602657
2c91808e5aba7da4015acd9760c15c1b,0.9972116351127625,0.0016881624469533563,0.00030628754757344723,0.0007939760689623654
2c9180975a056a64015a1e62a6f57b6d,0.9983580708503723,0.0006422697915695608,0.00026382916257716715,0.0007357595022767782
2c9180975a056a64015a1e44fa15781d,0.9981995820999146,0.0006614343728870153,0.000256029365118593,0.000882951368112117
2c9180975a056a64015a1e3f26a47717,0.9987528324127197,0.0005727123352698982,0.00023259663430508226,0.00044183642603456974
2c9180ad5b853aa1015b8b5aeef751bd,0.998454213142395,0.00039361263043247163,0.00024433672660961747,0.0009077773429453373
2c9180ad5b853aa1015b8c0df5d85bf8,0.9983383417129517,0.0006780630792491138,0.00025752722285687923,0.0007260928978212178
2c9180935b853a2d015b8bd0b96954a9,0.998568058013916,0.0006774951471015811,0.00025163969257846475,0.0005027557490393519
2c9180ad5b853aa1015b8b69c6a95289,0.9969356060028076,0.000970696855802089,0.0004034040030092001,0.001690319855697453
2c9180845aba7d30015acd5c653c00be,0.9983270764350891,0.001023851684294641,0.00023741093173157424,0.00041160298860631883
2c91808d5aba7da4015acd4aac205ccd,0.9987873435020447,0.0005183881148695946,0.00023284014605451375,0.0004614158533513546
2c91808d5aba7da4015acd4d46cd5d15,0.998467743396759,0.0008777646580711007,0.0002397212665528059,0.00041468930430710316
2c9180935b853a2d015b8b5c6a6f4cbd,0.9982278943061829,0.0007076642359606922,0.00027591962134465575,0.0007885260856710374
2c91808d5aba7da4015acd473c315c7d,0.9987829327583313,0.0003653203893918544,0.0002154190297005698,0.0006362799904309213
2c91808d5aba7da4015acda20ef360a5,0.9978823065757751,0.0006798708927817643,0.0003121736808679998,0.0011255821445956826
2c91808e5aba7da4015acd5a21f15954,0.9989303946495056,0.00041553363553248346,0.00022632736363448203,0.0004277300904504955
2c91808d5aba7da4015acdb8ac7b61cd,0.998783528804779,0.0005701935151591897,0.00023071200121194124,0.00041560965473763645
2c91808e5b853b1a015b8b770bcf4c3b,0.9944621920585632,0.0026720853056758642,0.0004188906750641763,0.0024468502961099148
2c91809e5aba7d25015acde7c2c62b7f,0.9981568455696106,0.0012082334142178297,0.00023730027896817774,0.0003976424050051719
2c91808e5aba7da4015acd546633590d,0.9989936947822571,0.0003150479169562459,0.00020135624799877405,0.0004899263149127364
