,Id,Front,Left,Rear,Right
0,2c9180975a056a64015a1e10d3f270fe,0.9938357672578874,0.0002122218601545431,0.0018991745691916916,0.004052836312765957
1,2c9180975a056a64015a1de4deb16bdc,0.9968148458000183,0.0005233031919152717,0.0004680299181399009,0.00219382108992791
2,2c9180975a056a64015a1e0e70ea70ce,0.9967572079427972,0.0003539869209707875,0.0010764871720586168,0.0018123179641742952
3,2c9180975a056a64015a1dfed0c46ec6,0.9972412551929125,0.00036861993896437776,0.0008476399865505439,0.0015424848815735
4,2c9180975a056a64015a1dfed0c46ec7,0.9976655162611223,0.0005992230420131785,0.00040878085315087495,0.0013264798437157598
5,2c9180975a056a64015a1e44ba4377f8,0.015533581641728945,0.001589944617503127,0.858556210069699,0.12432026367106931
6,2c9180975a056a64015a1e010c8f6ee1,0.9973214176866741,0.0005545053558311933,0.0004666281101053488,0.001657448847390676
7,2c9180975a056a64015a1e1db63072aa,0.9879804001809462,0.0002666250359061233,0.0043203826450091,0.007432592138140278
8,2c9180975a056a64015a1e1db63072a8,0.00019133760007661736,0.0017579142058529614,0.9976884052366127,0.00036234295745743927
9,2c9180975a056a64015a1e2354f5733c,0.00015785506358984033,0.001094455681865904,0.998579168160336,0.00016852109420890528
10,2c9180975a056a64015a1e07928f6ff8,0.9981042852289396,0.00047068948756926447,5.512316834775563e-05,0.0013699021151437987
11,2c9180975a056a64015a1e20a607730a,0.9978410719793309,0.0006108240633323033,0.0004069994213526536,0.001141104535985906
12,2c9180975a056a64015a1e3322e37587,0.007610234316402001,0.06942004222237574,0.9218347482241547,0.001134975237068138
13,2c9180975a056a64015a1e050c296fcd,0.9969859094608247,0.0003865086349766206,0.0008758866094693,0.0017516952947306515
14,2c9180975a056a64015a1e050c296fcf,0.9968147087519745,0.0003896134014349519,0.001012546122222928,0.0017831317243690251
15,2c9180975a056a64015a1e04ad9f6f84,0.000196131213521691,0.004888600382922849,0.9945702222476485,0.00034504615590743074
16,2c9180975a056a64015a1de7a19c6c2b,0.9937858005424421,0.00021321472785783562,0.0019095202809383408,0.004091464448761184
17,2c9180975a056a64015a1e1180a37123,0.00015757666527328122,0.001235422866302019,0.9984227686369238,0.00018423183150131833
18,2c9180975a056a64015a1e1d735c729b,0.9960901782591446,0.0006359613696774299,0.00042606313706194395,0.0028477972341168435
19,2c9180975a056a64015a1e1d735c729c,0.00017704506081552124,0.0032156384387104662,0.9963418992288691,0.0002654172716058578
20,2c9180975a056a64015a1e41bbc27765,0.9749631667245607,0.0016624816627417945,0.00221990973906257,0.021154441873636323
21,2c9180975a056a64015a1e41bbc2775e,0.9927142280716476,0.00048297791755626404,0.0022989459628118595,0.0045038480479861
22,2c9180975a056a64015a1ddc1a306b28,0.00016996204021079139,0.0013596216421311105,0.9982756143842043,0.0001948019334541464
23,2c9180975a056a64015a1de453e96baf,0.9974881580129157,0.0006408346199756764,0.0004174665316238933,0.0014535408354870256
24,2c9180975a056a64015a1e264d5f73c0,0.9971555095826735,0.0003743074630608535,0.0008768626292260154,0.0015933203250406475
25,2c9180975a056a64015a1e23443e7337,0.9970087456328145,0.0005187775783202417,0.00043664439499232165,0.002035832393874634
26,2c9180975a056a64015a1dce7ac869b5,0.00017398170273512863,0.001261167005941805,0.9983744971598478,0.00019035413147570887
27,2c9180975a056a64015a1e35cd3175a7,0.00016587280889454007,0.0013038945171028687,0.998332059620365,0.0001981730536378603
28,2c9180975a056a64015a1de210cb6b96,0.9971615706829842,0.0003608521189772279,0.0009175845605083144,0.0015599926375311074
29,2c9180975a056a64015a1de210cb6b95,0.007549452498916313,0.00870361842795099,0.9835541167352839,0.00019281233784819982
30,2c9180975a056a64015a1e041ed06f68,0.00017118637012062234,0.0008404065799006518,0.9988651664128825,0.00012324063709673994
31,2c9180975a056a64015a1e075da56ff2,0.9978016846558563,0.0006100682775318984,0.00040257177797749396,0.0011856752886359359
32,2c9180975a056a64015a1dedca666cb1,0.00019694037649564902,0.0016470905042724876,0.9979130811519601,0.00024288796727180425
33,2c9180975a056a64015a1e304546752a,0.9970989824409969,0.0003706830256065476,0.0008811869049440984,0.0016491476284537466
34,2c9180975a056a64015a1dedca666cb2,0.9970595317610815,0.0004367188670129203,0.0003144537073668362,0.0021892956645391303
35,2c9180975a056a64015a1dee86696cd8,0.1744869434261168,0.0,0.007480936170804157,0.8180321204030787
36,2c9180975a056a64015a1e01db306f4a,0.008897977663035413,0.00720628532686711,0.9837545218698645,0.00014121514023286054
37,2c9180975a056a64015a1dd566ae6a82,0.9971617595363633,0.0003608676129583104,0.0009256461575583373,0.001551726693120807
38,2c9180975a056a64015a1dee5d166cd0,0.9978505602040385,0.000578265151966301,0.0004041731776240461,0.0011670014663728995
39,2c9180975a056a64015a1dd566ae6a83,0.0001647551634057288,0.001320635378709999,0.9983155013757681,0.00019910808211637024
40,2c9180975a056a64015a1dfb2f626e41,0.997151213586669,0.0003937884896007069,0.0002870840426025147,0.0021679138811277047
41,2c91809a59f17e5d015a21a5627830e0,0.00015591179989213837,0.0012509346532303543,0.9984025542889909,0.00019059925788708743
42,2c91809a59f17e5d015a21a7f5093117,0.9836098537216622,0.0006109269231933878,0.0034011898168562773,0.012378029538290019
43,2c91809a59f17e5d015a21a7f5093121,0.005836380966702213,0.004531375304687468,0.9894978866271774,0.00013435710143240896
44,2c9180975a056a64015a1e4c3a11791f,0.9975165481251012,0.00040091426352511584,0.00019921220154054477,0.001883325409833037
45,2c9180975a056a64015a1e4c3a117920,0.00936616271485842,0.011612361157661346,0.9788975658443246,0.00012391028315613133
46,2c9180975a056a64015a1e1433667153,0.008889514555315739,0.005008608807225684,0.9859871940571259,0.00011468258033252429
47,2c9180975a056a64015a1ddb8a456b05,0.9935977325521528,0.0007128660360291137,0.0005171404524725153,0.005172260959346112
48,2c9180975a056a64015a1df0d6066cf4,0.0001597518807137716,0.0012090760403261948,0.9984454911687108,0.00018568091024986184
49,2c9180975a056a64015a1e074c876fef,0.9970201443847443,0.000503307987823177,0.0004183969232095146,0.0020581507042243957
50,2c9180975a056a64015a1dc26fe66863,0.008880855652712571,0.01316921844163562,0.9778792298481225,7.069605752963763e-05
51,2c9180975a056a64015a1e074c876fed,0.9974079899283808,0.0005759454891540171,0.0004262804061549493,0.0015897841763121375
52,2c9180975a056a64015a1e5b850e7ae3,0.9975472591527794,0.0005824880479530496,0.00043727828848363274,0.0014329745107859527
